10110011100000,0000001001000,100100100001,10100100000,1111000000,101010111,00000001,1000000,001100,00011,1100,100,00,1,
10000011100000,0000001001000,110000100010,10100000011,0110100100,100011111,00000101,1100100,001100,00010,1000,100,00,1,
11000011101000,0000000001000,110010100010,10100000111,0010000100,100010111,00000101,1000100,001100,00010,1100,100,00,1,
11010011100000,0000001001000,110000100011,10000000101,0011000100,100011110,00000111,1000000,001100,00010,1000,100,01,1,
10100000100000,0100011001100,100100100000,11110100000,1011000000,101010110,00100011,1000000,000100,00011,1100,100,00,1,
10010011100000,0000001001100,100100100001,10100100000,1110100000,111010111,00000001,1000000,000100,00011,1100,100,00,1,
10000010100000,0000011001000,100000100011,10010100001,0010000001,100010110,10000111,1110101,011000,00010,1100,000,00,1,
10000011100000,0000001001000,110000000010,10000000011,0111001111,100011111,00000101,1100010,001000,00010,1000,100,00,1,
10000011100000,0000001001000,110000100011,10000000001,1110101101,100011111,00000001,1101000,001000,00010,1000,100,00,1,
10000001100000,0000001001000,100000100011,10000100101,0011101100,100011111,00000101,1100000,101000,00010,1000,100,01,1,
10000000100000,0000001101000,100000100011,10000100001,1110100101,100010111,00000001,1100100,101100,00010,1100,100,00,1,
10000011100000,0000001011100,110100100001,10100000100,0011100100,100110111,00000101,1100000,000100,00011,1100,000,00,0,
10000010100000,0001011011100,100000100011,10100100001,0110100000,100010111,11000101,1100000,000100,00010,1000,000,00,1,
11110111100000,0000001011000,100100100011,00100000000,0111000000,101010110,01000011,1000000,010100,00010,1100,000,00,1,
10100010100000,0000011011000,100000100011,10010100001,0110000001,101010110,11000011,1000000,010100,00010,1100,000,00,1,
11110110100000,0000011001000,100100100000,00100000000,1111000100,100111111,00100001,1000000,001100,00011,1000,100,00,0,
10000011101000,0000000001000,110010100101,10000000100,0010000100,100011110,00000111,1100100,001100,00011,1000,100,01,1,
10000011100000,0000001001000,110000100101,10000000100,0011100100,100010111,00000101,1100000,011100,00011,1100,000,01,1,
10000011100000,0000001001100,100000100010,10010100011,0110000001,101010111,11000001,1100000,000100,00010,1100,100,00,1,
11110011100000,0000001001000,100100100000,10100000000,0110000000,110011111,10100001,1000100,001100,00011,1000,100,00,1,
