10100010100000,0000011001000,100000100001,10110100001,1111000000,101010110,00000011,1000000,011100,00011,1100,000,00,1,
10000000100000,0000011101100,100100100001,11100100100,0011100100,100011111,00000001,1100000,000100,00011,1000,100,00,1,
11000010100000,0000011001100,100010100001,10110000101,0010000100,100010110,00000111,1000100,000100,00011,1100,100,00,1,
10000011100000,0000001001000,100010100011,10011000001,0001010101,100010110,00000111,1100000,011000,00010,1100,000,01,1,
11100010100000,0000011001000,100100100001,11110000000,1010010100,100010111,00000001,1011000,001000,00011,1100,000,00,1,
11000011100001,0000001001000,110110000001,11100000100,0010011100,100010110,00000011,1001000,001000,00011,1100,000,00,1,
10000010100000,0000011001000,101110100011,11110000100,0011001100,100010111,00000000,1100000,001000,00010,1100,100,00,1,
10000000100000,0000011101100,100110100001,11111000100,0001000100,100011111,00000001,1100000,000100,00011,1000,100,00,1,
10000001100000,0000001001100,110010100001,11100000101,0010000100,100011111,00000001,1100100,100100,00011,1000,100,00,1,
10000010100000,0001011011100,100010100011,10110000101,0011000100,100010111,00000101,1100000,000100,00010,1000,000,00,1,
10000001100000,0000001001000,100010100010,10010000011,0111011101,100010110,00000111,1100000,101000,00010,1100,000,00,1,
10000011100000,0000001001000,110000000010,11100000011,1010111110,100010111,00000001,1101000,001000,00010,1100,000,00,1,
11000011101000,0000000001000,101110100101,10010000100,0011001100,100010111,00000100,1000000,001000,00011,1100,100,00,1,
10000011100000,0000001001000,100010000010,10011001011,0001001000,100010110,00010111,1100010,001000,00010,1101,001,00,1,
10000010100000,0000011011100,100110000011,11110000000,1010000000,111010111,00000001,1100010,000100,00010,1100,000,00,1,
10000010100000,0000011001000,100110100100,10010001100,0010001000,100011110,00100111,1101000,001000,00011,1000,100,00,1,
10000000100000,0000011101000,100110100000,10110000000,0111011100,100010110,00100111,1100000,001000,00011,1100,000,00,1,
10000000100000,0001001111100,110100100000,10100000100,0011100100,100010111,00100101,1100000,100100,00011,1000,000,00,1,
10000011100000,0000001001000,110100100000,10100000000,0111100100,100011111,00100101,1100000,001100,00011,1000,100,00,1,
10000001100000,0001001011100,110000100100,10000000100,0010100100,100110111,00100101,1100100,100100,00111,1000,000,00,0,
