10000000100000,0000011101000,110010000011,10100000001,0111000100,100010111,00000101,1100010,011100,00010,1100,000,00,1,
10100010100000,0000011001000,100100100011,10111100000,0101001100,100010111,00000101,1000000,001000,00010,1100,100,00,1,
10000000100000,0000011101100,100110100011,10110000000,1111000100,100010111,00000001,1100000,000100,00010,1100,100,00,1,
10000011100000,0000001001000,100010000010,10110000011,0111000000,100010110,01000111,1100010,001100,00010,1100,100,00,1,
10000011100000,0000001001000,100010000011,10110000001,1110000100,100010110,00000011,1100110,001100,00010,1100,100,00,1,
10100010100000,0000011001100,100100100000,10110100000,0111000100,100010111,00100101,1000000,000100,00011,1100,100,00,1,
10000011100000,0001001001100,100100100001,10110100000,0110000100,100011111,00000101,1100100,000100,00011,1000,000,00,1,
10000010100000,0000011011100,110110100011,10100000000,0111000000,100010110,01000111,1100000,000100,00010,1100,000,00,1,
10000011100000,0000001001100,110110000011,10100000000,0111000000,100011110,01000111,1100010,000100,00010,1000,100,00,1,
11000000100000,1000011001000,110111100011,10100000000,1101000100,100011110,00000011,1000000,001100,00010,1000,100,00,1,
10000000100010,0000011001010,110010000011,10000000001,0110010001,100010110,00010111,1010010,011000,00010,1100,000,00,1,
10000000100000,0000001111000,110010000011,10000000001,0011000001,100010110,00000111,1100010,110001,00010,1101,000,01,1,
10000000100000,0000011111000,100010000010,10010000011,0011000001,100010111,00010101,1100010,010001,00010,1101,000,00,1,
10000010100010,0000011001000,100110000011,10110000000,0111000000,100010111,01000101,1000010,001100,00010,1100,100,00,1,
11000000100000,1011011001100,110110100001,11100000000,1011000000,101011111,00000001,0000000,000100,00011,1000,000,00,1,
10000010100000,0001011011100,100000100011,10011100001,0101000101,100010111,00000101,1100000,000100,00010,1000,000,00,1,
11000000100000,1000011001100,100111100011,10101000000,0101000100,100011110,00000111,1000000,000100,00010,1000,100,00,1,
10000000100010,1000011001110,110111000011,10100000000,0101000100,100010111,00000101,1000000,000100,00010,1100,100,00,1,
10000001100000,0000001001000,100011000010,10001000011,0001000001,100010110,01000111,1100010,111101,00010,1100,000,00,1,
10000010100010,0000011001100,110100000011,10100000000,1110000110,100011111,00000001,1000110,000100,00010,1000,100,00,1,
